@relation letter-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
41.569219,-1.732051,22.51666,39.837169,-34.641016,-5.196152,-17.320508,10.392305,-8.660254,-41.569219,O
34.641016,8.660254,25.980762,36.373067,-39.837169,6.928203,-17.320508,8.660254,-6.928203,-41.569219,Q
38.105118,24.248711,20.78461,38.105118,-55.425626,27.712813,-29.444864,12.124356,-24.248711,-55.425626,K
27.712813,12.124356,25.980762,38.105118,-43.30127,27.712813,-25.980762,10.392305,-15.588457,-34.641016,A
36.373067,-1.732051,17.320508,34.641016,-29.444864,1.732051,-19.052559,6.928203,-10.392305,-31.176915,O
36.373067,-12.124356,25.980762,34.641016,-32.908965,-10.392305,-19.052559,6.928203,-10.392305,-51.961524,U
22.51666,5.196152,17.320508,24.248711,-25.980762,10.392305,-22.51666,5.196152,-13.856406,-31.176915,F
32.908965,10.392305,31.176915,43.30127,-48.497423,8.660254,-31.176915,12.124356,-25.980762,-60.621778,N
41.569219,22.51666,25.980762,32.908965,-50.229473,31.176915,-34.641016,10.392305,-31.176915,-50.229473,P
46.765372,13.856406,34.641016,43.30127,-55.425626,13.856406,-22.51666,15.588457,-13.856406,-46.765372,Q
38.105118,13.856406,19.052559,32.908965,-48.497423,25.980762,-38.105118,12.124356,-31.176915,-53.693575,F
43.30127,17.320508,32.908965,34.641016,-48.497423,3.464102,-22.51666,10.392305,-22.51666,-45.033321,M
19.052559,-15.588457,34.641016,31.176915,-15.588457,-8.660254,-15.588457,0,-12.124356,-25.980762,M
41.569219,19.052559,25.980762,38.105118,-55.425626,8.660254,-24.248711,13.856406,-22.51666,-48.497423,T
43.30127,31.176915,36.373067,46.765372,-60.621778,17.320508,-24.248711,12.124356,-12.124356,-57.157677,C
22.51666,-1.732051,32.908965,34.641016,-29.444864,1.732051,-17.320508,8.660254,-8.660254,-46.765372,V
41.569219,12.124356,25.980762,38.105118,-48.497423,12.124356,-19.052559,10.392305,-8.660254,-41.569219,Q
32.908965,1.732051,20.78461,32.908965,-36.373067,3.464102,-19.052559,6.928203,-10.392305,-32.908965,N
36.373067,10.392305,20.78461,38.105118,-51.961524,13.856406,-22.51666,10.392305,-13.856406,-38.105118,H
36.373067,13.856406,39.837169,43.30127,-53.693575,6.928203,-34.641016,13.856406,-34.641016,-67.549981,W
25.980762,8.660254,20.78461,29.444864,-39.837169,12.124356,-27.712813,10.392305,-17.320508,-43.30127,F
38.105118,15.588457,36.373067,34.641016,-41.569219,6.928203,-20.78461,12.124356,-15.588457,-38.105118,Y
20.78461,3.464102,27.712813,36.373067,-31.176915,12.124356,-24.248711,5.196152,-22.51666,-39.837169,M
50.229473,10.392305,15.588457,36.373067,-53.693575,8.660254,-24.248711,15.588457,-15.588457,-58.889727,O
36.373067,17.320508,36.373067,46.765372,-60.621778,12.124356,-38.105118,13.856406,-34.641016,-76.210236,N
19.052559,1.732051,27.712813,34.641016,-25.980762,8.660254,-25.980762,3.464102,-20.78461,-36.373067,N
20.78461,20.78461,13.856406,31.176915,-45.033321,15.588457,-15.588457,12.124356,-1.732051,-38.105118,I
32.908965,12.124356,25.980762,43.30127,-38.105118,10.392305,-32.908965,8.660254,-27.712813,-50.229473,K
41.569219,-12.124356,29.444864,34.641016,-39.837169,-12.124356,-19.052559,8.660254,-10.392305,-36.373067,H
27.712813,15.588457,10.392305,31.176915,-31.176915,19.052559,-25.980762,6.928203,-15.588457,-31.176915,Z
17.320508,-0,25.980762,31.176915,-24.248711,1.732051,-19.052559,5.196152,-10.392305,-32.908965,T
36.373067,-3.464102,34.641016,46.765372,-39.837169,-5.196152,-20.78461,10.392305,-6.928203,-38.105118,K
43.30127,17.320508,15.588457,34.641016,-48.497423,27.712813,-29.444864,10.392305,-20.78461,-41.569219,B
29.444864,15.588457,20.78461,31.176915,-46.765372,10.392305,-27.712813,13.856406,-17.320508,-51.961524,F
32.908965,15.588457,15.588457,34.641016,-39.837169,24.248711,-27.712813,8.660254,-17.320508,-38.105118,S
53.693575,17.320508,15.588457,39.837169,-60.621778,19.052559,-22.51666,13.856406,-8.660254,-45.033321,B
34.641016,15.588457,39.837169,36.373067,-46.765372,8.660254,-29.444864,10.392305,-32.908965,-57.157677,W
24.248711,10.392305,41.569219,39.837169,-41.569219,-1.732051,-24.248711,8.660254,-22.51666,-51.961524,W
38.105118,24.248711,19.052559,36.373067,-48.497423,17.320508,-22.51666,12.124356,-15.588457,-43.30127,X
41.569219,19.052559,25.980762,36.373067,-57.157677,10.392305,-22.51666,13.856406,-19.052559,-53.693575,R
27.712813,5.196152,25.980762,34.641016,-27.712813,5.196152,-19.052559,6.928203,-10.392305,-32.908965,X
15.588457,0,20.78461,27.712813,-29.444864,5.196152,-12.124356,8.660254,1.732051,-25.980762,I
34.641016,17.320508,27.712813,36.373067,-45.033321,8.660254,-29.444864,10.392305,-27.712813,-51.961524,H
24.248711,20.78461,12.124356,31.176915,-50.229473,29.444864,-29.444864,15.588457,-17.320508,-48.497423,I
31.176915,12.124356,19.052559,25.980762,-38.105118,12.124356,-27.712813,10.392305,-22.51666,-48.497423,F
22.51666,1.732051,24.248711,32.908965,-24.248711,0,-24.248711,3.464102,-19.052559,-32.908965,U
24.248711,8.660254,24.248711,38.105118,-32.908965,17.320508,-25.980762,5.196152,-17.320508,-32.908965,H
15.588457,5.196152,20.78461,27.712813,-34.641016,3.464102,-12.124356,8.660254,1.732051,-31.176915,I
39.837169,10.392305,19.052559,38.105118,-46.765372,15.588457,-20.78461,8.660254,-6.928203,-34.641016,B
10.392305,-1.732051,17.320508,29.444864,-19.052559,22.51666,-22.51666,3.464102,-10.392305,-13.856406,J
22.51666,1.732051,19.052559,27.712813,-27.712813,17.320508,-31.176915,5.196152,-20.78461,-32.908965,F
27.712813,-3.464102,24.248711,32.908965,-20.78461,-1.732051,-15.588457,3.464102,-6.928203,-24.248711,Q
41.569219,19.052559,17.320508,41.569219,-55.425626,36.373067,-29.444864,10.392305,-17.320508,-41.569219,B
29.444864,3.464102,20.78461,36.373067,-32.908965,5.196152,-20.78461,5.196152,-12.124356,-31.176915,H
31.176915,17.320508,31.176915,43.30127,-48.497423,27.712813,-27.712813,8.660254,-20.78461,-45.033321,A
34.641016,12.124356,25.980762,36.373067,-51.961524,12.124356,-29.444864,13.856406,-20.78461,-64.08588,V
27.712813,3.464102,24.248711,34.641016,-29.444864,1.732051,-27.712813,6.928203,-22.51666,-43.30127,U
34.641016,15.588457,41.569219,38.105118,-51.961524,13.856406,-31.176915,12.124356,-32.908965,-55.425626,W
45.033321,-12.124356,24.248711,36.373067,-41.569219,-12.124356,-20.78461,10.392305,-12.124356,-57.157677,U
20.78461,-3.464102,24.248711,41.569219,-19.052559,-5.196152,-13.856406,1.732051,3.464102,-13.856406,C
34.641016,27.712813,32.908965,41.569219,-60.621778,22.51666,-22.51666,13.856406,-17.320508,-57.157677,A
24.248711,3.464102,25.980762,36.373067,-25.980762,1.732051,-17.320508,3.464102,-5.196152,-25.980762,G
46.765372,19.052559,20.78461,45.033321,-64.08588,22.51666,-25.980762,13.856406,-15.588457,-46.765372,R
55.425626,17.320508,25.980762,38.105118,-53.693575,8.660254,-24.248711,13.856406,-20.78461,-45.033321,A
17.320508,1.732051,38.105118,31.176915,-24.248711,-3.464102,-22.51666,3.464102,-20.78461,-38.105118,W
27.712813,12.124356,19.052559,39.837169,-38.105118,29.444864,-31.176915,6.928203,-20.78461,-34.641016,K
27.712813,12.124356,25.980762,34.641016,-34.641016,5.196152,-19.052559,6.928203,-10.392305,-39.837169,X
31.176915,6.928203,17.320508,27.712813,-38.105118,10.392305,-27.712813,13.856406,-17.320508,-45.033321,F
46.765372,25.980762,27.712813,48.497423,-62.353829,34.641016,-32.908965,12.124356,-24.248711,-57.157677,B
17.320508,5.196152,31.176915,32.908965,-29.444864,8.660254,-22.51666,5.196152,-12.124356,-36.373067,V
38.105118,17.320508,8.660254,39.837169,-48.497423,32.908965,-31.176915,10.392305,-19.052559,-41.569219,S
19.052559,6.928203,10.392305,31.176915,-15.588457,10.392305,-17.320508,1.732051,-3.464102,-15.588457,Z
22.51666,-6.928203,22.51666,34.641016,-20.78461,-1.732051,-19.052559,3.464102,-10.392305,-32.908965,U
31.176915,17.320508,34.641016,39.837169,-51.961524,5.196152,-17.320508,13.856406,-8.660254,-57.157677,V
24.248711,-8.660254,17.320508,27.712813,-17.320508,0,-15.588457,1.732051,-5.196152,-17.320508,D
43.30127,19.052559,10.392305,31.176915,-45.033321,22.51666,-32.908965,13.856406,-29.444864,-53.693575,S
22.51666,6.928203,19.052559,36.373067,-32.908965,22.51666,-24.248711,5.196152,-10.392305,-25.980762,R
43.30127,15.588457,17.320508,32.908965,-53.693575,31.176915,-34.641016,13.856406,-24.248711,-46.765372,P
38.105118,12.124356,31.176915,43.30127,-58.889727,5.196152,-22.51666,13.856406,-20.78461,-58.889727,M
25.980762,6.928203,17.320508,31.176915,-34.641016,20.78461,-24.248711,6.928203,-13.856406,-27.712813,D
10.392305,-3.464102,32.908965,31.176915,-17.320508,0,-13.856406,1.732051,-1.732051,-29.444864,Y
31.176915,10.392305,25.980762,34.641016,-36.373067,5.196152,-27.712813,8.660254,-24.248711,-46.765372,H
29.444864,0,29.444864,38.105118,-34.641016,5.196152,-20.78461,12.124356,-12.124356,-57.157677,V
41.569219,19.052559,27.712813,46.765372,-55.425626,3.464102,-20.78461,12.124356,-10.392305,-45.033321,K
36.373067,-1.732051,17.320508,34.641016,-29.444864,3.464102,-20.78461,6.928203,-12.124356,-34.641016,O
29.444864,20.78461,17.320508,39.837169,-46.765372,27.712813,-31.176915,10.392305,-22.51666,-46.765372,X
24.248711,8.660254,15.588457,36.373067,-32.908965,29.444864,-24.248711,3.464102,-10.392305,-24.248711,R
39.837169,13.856406,17.320508,25.980762,-50.229473,15.588457,-24.248711,13.856406,-15.588457,-48.497423,P
24.248711,1.732051,25.980762,34.641016,-25.980762,-0,-15.588457,3.464102,-3.464102,-24.248711,G
38.105118,20.78461,19.052559,41.569219,-50.229473,27.712813,-25.980762,8.660254,-15.588457,-45.033321,D
24.248711,6.928203,15.588457,24.248711,-27.712813,13.856406,-29.444864,6.928203,-22.51666,-39.837169,Y
24.248711,-1.732051,24.248711,32.908965,-27.712813,3.464102,-17.320508,3.464102,-6.928203,-25.980762,O
32.908965,12.124356,25.980762,36.373067,-43.30127,1.732051,-15.588457,10.392305,-5.196152,-39.837169,G
29.444864,6.928203,29.444864,36.373067,-41.569219,10.392305,-20.78461,13.856406,-12.124356,-34.641016,A
17.320508,1.732051,31.176915,36.373067,-25.980762,5.196152,-19.052559,5.196152,-8.660254,-34.641016,V
20.78461,6.928203,32.908965,34.641016,-38.105118,8.660254,-19.052559,8.660254,-8.660254,-48.497423,V
31.176915,13.856406,27.712813,36.373067,-48.497423,20.78461,-31.176915,12.124356,-27.712813,-50.229473,N
38.105118,8.660254,22.51666,38.105118,-41.569219,5.196152,-31.176915,10.392305,-27.712813,-55.425626,U
27.712813,1.732051,22.51666,34.641016,-31.176915,5.196152,-19.052559,5.196152,-10.392305,-29.444864,H
13.856406,3.464102,17.320508,27.712813,-24.248711,19.052559,-27.712813,3.464102,-15.588457,-25.980762,F
46.765372,13.856406,15.588457,27.712813,-51.961524,22.51666,-32.908965,13.856406,-24.248711,-51.961524,P
22.51666,-1.732051,25.980762,32.908965,-22.51666,1.732051,-17.320508,1.732051,-15.588457,-32.908965,M
31.176915,-0,24.248711,39.837169,-31.176915,3.464102,-19.052559,6.928203,-8.660254,-27.712813,G
25.980762,13.856406,27.712813,38.105118,-45.033321,12.124356,-24.248711,12.124356,-12.124356,-60.621778,Y
22.51666,0,24.248711,32.908965,-22.51666,1.732051,-24.248711,3.464102,-19.052559,-32.908965,U
29.444864,8.660254,22.51666,25.980762,-34.641016,12.124356,-31.176915,8.660254,-25.980762,-45.033321,T
17.320508,1.732051,17.320508,38.105118,-27.712813,22.51666,-31.176915,5.196152,-17.320508,-25.980762,J
41.569219,19.052559,45.033321,31.176915,-51.961524,0,-27.712813,13.856406,-39.837169,-65.817931,W
34.641016,13.856406,29.444864,39.837169,-43.30127,6.928203,-22.51666,8.660254,-19.052559,-39.837169,T
13.856406,3.464102,15.588457,22.51666,-19.052559,12.124356,-24.248711,3.464102,-17.320508,-29.444864,T
36.373067,22.51666,39.837169,43.30127,-58.889727,-3.464102,-19.052559,13.856406,-17.320508,-64.08588,N
36.373067,3.464102,22.51666,41.569219,-46.765372,24.248711,-32.908965,13.856406,-19.052559,-43.30127,J
43.30127,24.248711,12.124356,41.569219,-55.425626,38.105118,-36.373067,13.856406,-24.248711,-50.229473,Z
45.033321,20.78461,25.980762,41.569219,-57.157677,15.588457,-20.78461,13.856406,-6.928203,-46.765372,L
32.908965,20.78461,22.51666,39.837169,-48.497423,29.444864,-24.248711,8.660254,-10.392305,-39.837169,Q
22.51666,10.392305,20.78461,34.641016,-24.248711,15.588457,-24.248711,3.464102,-12.124356,-25.980762,S
34.641016,20.78461,25.980762,41.569219,-55.425626,34.641016,-29.444864,13.856406,-19.052559,-43.30127,A
36.373067,22.51666,19.052559,31.176915,-55.425626,29.444864,-24.248711,13.856406,-17.320508,-41.569219,I
34.641016,17.320508,25.980762,34.641016,-50.229473,10.392305,-19.052559,10.392305,-15.588457,-55.425626,U
32.908965,12.124356,22.51666,38.105118,-41.569219,17.320508,-31.176915,8.660254,-25.980762,-43.30127,H
22.51666,10.392305,19.052559,32.908965,-25.980762,19.052559,-24.248711,3.464102,-12.124356,-24.248711,S
34.641016,22.51666,29.444864,34.641016,-50.229473,15.588457,-25.980762,12.124356,-24.248711,-58.889727,K
46.765372,24.248711,32.908965,50.229473,-69.282032,25.980762,-22.51666,13.856406,-12.124356,-48.497423,G
13.856406,-5.196152,41.569219,31.176915,-20.78461,-5.196152,-15.588457,3.464102,-12.124356,-31.176915,W
50.229473,-6.928203,32.908965,38.105118,-51.961524,-5.196152,-22.51666,13.856406,-13.856406,-53.693575,H
17.320508,12.124356,15.588457,27.712813,-36.373067,25.980762,-22.51666,8.660254,-12.124356,-27.712813,J
36.373067,10.392305,31.176915,27.712813,-29.444864,1.732051,-24.248711,6.928203,-29.444864,-38.105118,N
27.712813,10.392305,17.320508,36.373067,-48.497423,-6.928203,-10.392305,12.124356,3.464102,-32.908965,L
34.641016,8.660254,43.30127,43.30127,-51.961524,8.660254,-27.712813,12.124356,-27.712813,-62.353829,W
48.497423,17.320508,31.176915,27.712813,-50.229473,10.392305,-24.248711,20.78461,-22.51666,-62.353829,Y
41.569219,8.660254,32.908965,34.641016,-55.425626,20.78461,-27.712813,15.588457,-19.052559,-43.30127,P
17.320508,-15.588457,32.908965,29.444864,-13.856406,-10.392305,-12.124356,0,-3.464102,-17.320508,N
50.229473,31.176915,25.980762,31.176915,-51.961524,20.78461,-25.980762,12.124356,-25.980762,-39.837169,S
31.176915,13.856406,27.712813,38.105118,-46.765372,20.78461,-32.908965,10.392305,-31.176915,-51.961524,N
34.641016,5.196152,13.856406,29.444864,-39.837169,8.660254,-19.052559,8.660254,-12.124356,-36.373067,D
38.105118,24.248711,24.248711,27.712813,-48.497423,25.980762,-31.176915,10.392305,-27.712813,-50.229473,P
22.51666,0,32.908965,34.641016,-31.176915,-10.392305,-17.320508,6.928203,-15.588457,-43.30127,U
41.569219,6.928203,17.320508,36.373067,-41.569219,1.732051,-22.51666,10.392305,-13.856406,-46.765372,O
50.229473,8.660254,17.320508,36.373067,-43.30127,5.196152,-19.052559,12.124356,-5.196152,-34.641016,B
19.052559,1.732051,17.320508,27.712813,-25.980762,19.052559,-20.78461,3.464102,-10.392305,-20.78461,D
32.908965,6.928203,25.980762,45.033321,-39.837169,-10.392305,-15.588457,8.660254,-1.732051,-36.373067,C
29.444864,10.392305,17.320508,36.373067,-50.229473,-6.928203,-10.392305,13.856406,3.464102,-34.641016,L
20.78461,13.856406,27.712813,36.373067,-41.569219,10.392305,-20.78461,10.392305,-8.660254,-55.425626,Y
57.157677,12.124356,17.320508,39.837169,-50.229473,8.660254,-20.78461,13.856406,-8.660254,-43.30127,B
39.837169,29.444864,13.856406,31.176915,-53.693575,27.712813,-34.641016,13.856406,-29.444864,-60.621778,T
34.641016,15.588457,19.052559,29.444864,-51.961524,19.052559,-27.712813,13.856406,-17.320508,-48.497423,P
24.248711,10.392305,19.052559,38.105118,-29.444864,17.320508,-27.712813,5.196152,-17.320508,-32.908965,E
45.033321,20.78461,17.320508,39.837169,-58.889727,19.052559,-22.51666,13.856406,-12.124356,-48.497423,R
27.712813,-1.732051,19.052559,29.444864,-17.320508,1.732051,-15.588457,1.732051,-3.464102,-15.588457,B
20.78461,1.732051,17.320508,32.908965,-27.712813,20.78461,-24.248711,3.464102,-12.124356,-22.51666,D
31.176915,12.124356,27.712813,41.569219,-43.30127,22.51666,-31.176915,8.660254,-31.176915,-51.961524,M
36.373067,25.980762,27.712813,38.105118,-51.961524,15.588457,-24.248711,10.392305,-13.856406,-48.497423,E
36.373067,12.124356,24.248711,38.105118,-50.229473,6.928203,-29.444864,13.856406,-22.51666,-57.157677,U
20.78461,5.196152,27.712813,39.837169,-31.176915,24.248711,-25.980762,5.196152,-13.856406,-22.51666,A
20.78461,0,24.248711,31.176915,-22.51666,6.928203,-19.052559,1.732051,-8.660254,-22.51666,O
24.248711,15.588457,22.51666,36.373067,-41.569219,8.660254,-17.320508,10.392305,-5.196152,-51.961524,Y
34.641016,12.124356,22.51666,38.105118,-34.641016,12.124356,-22.51666,6.928203,-17.320508,-32.908965,Q
17.320508,3.464102,15.588457,20.78461,-19.052559,10.392305,-24.248711,3.464102,-17.320508,-29.444864,T
24.248711,5.196152,17.320508,31.176915,-31.176915,20.78461,-24.248711,5.196152,-13.856406,-24.248711,D
19.052559,5.196152,19.052559,31.176915,-24.248711,15.588457,-19.052559,1.732051,-6.928203,-20.78461,R
29.444864,-0,24.248711,34.641016,-34.641016,10.392305,-22.51666,6.928203,-12.124356,-29.444864,O
36.373067,15.588457,13.856406,34.641016,-50.229473,43.30127,-38.105118,12.124356,-24.248711,-43.30127,P
38.105118,22.51666,19.052559,34.641016,-45.033321,27.712813,-29.444864,8.660254,-31.176915,-46.765372,R
22.51666,-3.464102,24.248711,36.373067,-25.980762,-1.732051,-17.320508,3.464102,-8.660254,-32.908965,U
39.837169,10.392305,24.248711,46.765372,-46.765372,-3.464102,-22.51666,12.124356,-8.660254,-43.30127,C
22.51666,1.732051,25.980762,38.105118,-24.248711,-1.732051,-15.588457,3.464102,-5.196152,-22.51666,K
29.444864,6.928203,39.837169,36.373067,-46.765372,6.928203,-20.78461,8.660254,-19.052559,-41.569219,W
12.124356,0,24.248711,29.444864,-13.856406,3.464102,-13.856406,0,-3.464102,-15.588457,X
43.30127,10.392305,17.320508,41.569219,-46.765372,6.928203,-19.052559,10.392305,-3.464102,-43.30127,G
48.497423,22.51666,31.176915,31.176915,-45.033321,5.196152,-22.51666,12.124356,-27.712813,-46.765372,V
20.78461,3.464102,25.980762,38.105118,-25.980762,-1.732051,-22.51666,3.464102,-10.392305,-29.444864,C
45.033321,31.176915,29.444864,38.105118,-58.889727,19.052559,-25.980762,12.124356,-24.248711,-58.889727,B
32.908965,6.928203,27.712813,36.373067,-39.837169,1.732051,-20.78461,8.660254,-15.588457,-38.105118,N
20.78461,0,24.248711,29.444864,-20.78461,-1.732051,-22.51666,3.464102,-17.320508,-32.908965,U
50.229473,17.320508,31.176915,25.980762,-46.765372,10.392305,-25.980762,17.320508,-25.980762,-48.497423,H
38.105118,-8.660254,36.373067,36.373067,-39.837169,-8.660254,-22.51666,8.660254,-22.51666,-53.693575,M
25.980762,12.124356,39.837169,39.837169,-41.569219,6.928203,-32.908965,8.660254,-32.908965,-64.08588,W
39.837169,15.588457,20.78461,41.569219,-53.693575,13.856406,-22.51666,12.124356,-12.124356,-45.033321,E
31.176915,10.392305,27.712813,38.105118,-39.837169,0,-17.320508,8.660254,-6.928203,-36.373067,G
32.908965,5.196152,31.176915,38.105118,-39.837169,-3.464102,-19.052559,8.660254,-12.124356,-39.837169,O
36.373067,-12.124356,25.980762,34.641016,-32.908965,-10.392305,-19.052559,6.928203,-10.392305,-50.229473,U
24.248711,8.660254,15.588457,34.641016,-39.837169,17.320508,-24.248711,13.856406,-10.392305,-50.229473,T
25.980762,-0,24.248711,36.373067,-32.908965,-1.732051,-19.052559,6.928203,-10.392305,-41.569219,U
34.641016,12.124356,29.444864,39.837169,-46.765372,17.320508,-32.908965,12.124356,-31.176915,-58.889727,N
38.105118,10.392305,27.712813,29.444864,-46.765372,-0,-20.78461,13.856406,-22.51666,-55.425626,N
43.30127,1.732051,19.052559,45.033321,-38.105118,3.464102,-20.78461,10.392305,-6.928203,-36.373067,G
36.373067,5.196152,50.229473,45.033321,-45.033321,0,-19.052559,10.392305,-12.124356,-39.837169,Q
31.176915,6.928203,20.78461,29.444864,-32.908965,10.392305,-20.78461,6.928203,-13.856406,-32.908965,J
48.497423,-5.196152,36.373067,39.837169,-51.961524,-5.196152,-25.980762,13.856406,-27.712813,-67.549981,M
29.444864,1.732051,19.052559,27.712813,-31.176915,20.78461,-27.712813,5.196152,-15.588457,-24.248711,P
13.856406,-1.732051,20.78461,31.176915,-17.320508,17.320508,-24.248711,3.464102,-13.856406,-17.320508,J
34.641016,17.320508,20.78461,41.569219,-51.961524,32.908965,-27.712813,10.392305,-13.856406,-38.105118,B
34.641016,10.392305,41.569219,39.837169,-53.693575,0,-24.248711,13.856406,-25.980762,-67.549981,W
20.78461,10.392305,17.320508,31.176915,-24.248711,19.052559,-22.51666,3.464102,-10.392305,-24.248711,S
10.392305,-5.196152,39.837169,31.176915,-17.320508,-1.732051,-15.588457,1.732051,-12.124356,-27.712813,W
15.588457,6.928203,19.052559,34.641016,-22.51666,12.124356,-24.248711,1.732051,-12.124356,-25.980762,E
39.837169,17.320508,32.908965,32.908965,-41.569219,15.588457,-22.51666,12.124356,-15.588457,-36.373067,H
48.497423,17.320508,36.373067,46.765372,-65.817931,19.052559,-25.980762,13.856406,-24.248711,-60.621778,W
20.78461,13.856406,17.320508,38.105118,-32.908965,6.928203,-19.052559,6.928203,-6.928203,-24.248711,L
10.392305,-6.928203,39.837169,31.176915,-15.588457,-3.464102,-15.588457,0,-10.392305,-24.248711,W
13.856406,12.124356,29.444864,32.908965,-36.373067,6.928203,-17.320508,8.660254,-5.196152,-45.033321,Y
10.392305,-5.196152,31.176915,31.176915,-15.588457,1.732051,-15.588457,1.732051,-5.196152,-29.444864,V
22.51666,10.392305,34.641016,36.373067,-39.837169,5.196152,-15.588457,8.660254,-5.196152,-45.033321,V
45.033321,19.052559,34.641016,39.837169,-50.229473,15.588457,-25.980762,10.392305,-25.980762,-43.30127,B
36.373067,-3.464102,10.392305,31.176915,-39.837169,-6.928203,-10.392305,13.856406,3.464102,-31.176915,L
24.248711,12.124356,19.052559,36.373067,-31.176915,19.052559,-25.980762,5.196152,-13.856406,-29.444864,E
50.229473,27.712813,20.78461,45.033321,-65.817931,34.641016,-34.641016,13.856406,-27.712813,-64.08588,D
27.712813,17.320508,29.444864,29.444864,-39.837169,19.052559,-27.712813,8.660254,-27.712813,-39.837169,F
46.765372,13.856406,24.248711,43.30127,-53.693575,5.196152,-22.51666,13.856406,-12.124356,-48.497423,G
65.817931,34.641016,27.712813,31.176915,-62.353829,29.444864,-31.176915,24.248711,-25.980762,-58.889727,Z
29.444864,8.660254,25.980762,36.373067,-43.30127,12.124356,-27.712813,10.392305,-17.320508,-53.693575,V
29.444864,13.856406,29.444864,34.641016,-38.105118,12.124356,-22.51666,8.660254,-20.78461,-43.30127,A
32.908965,5.196152,19.052559,24.248711,-32.908965,15.588457,-25.980762,6.928203,-15.588457,-31.176915,P
39.837169,12.124356,24.248711,39.837169,-50.229473,10.392305,-31.176915,13.856406,-25.980762,-58.889727,U
25.980762,6.928203,22.51666,38.105118,-31.176915,19.052559,-27.712813,5.196152,-19.052559,-32.908965,H
36.373067,19.052559,24.248711,36.373067,-53.693575,13.856406,-20.78461,13.856406,-10.392305,-48.497423,X
22.51666,3.464102,15.588457,27.712813,-29.444864,29.444864,-29.444864,3.464102,-15.588457,-24.248711,P
25.980762,12.124356,17.320508,34.641016,-48.497423,-8.660254,-8.660254,13.856406,5.196152,-34.641016,L
38.105118,3.464102,5.196152,25.980762,-43.30127,0,-12.124356,12.124356,-3.464102,-38.105118,L
17.320508,5.196152,24.248711,32.908965,-24.248711,12.124356,-17.320508,5.196152,-8.660254,-19.052559,A
38.105118,3.464102,25.980762,39.837169,-39.837169,-5.196152,-22.51666,8.660254,-10.392305,-39.837169,C
31.176915,15.588457,29.444864,39.837169,-51.961524,15.588457,-29.444864,13.856406,-19.052559,-58.889727,V
19.052559,5.196152,29.444864,32.908965,-29.444864,5.196152,-24.248711,5.196152,-13.856406,-41.569219,V
27.712813,10.392305,25.980762,27.712813,-34.641016,8.660254,-20.78461,8.660254,-19.052559,-41.569219,A
27.712813,3.464102,32.908965,36.373067,-29.444864,0,-17.320508,6.928203,-6.928203,-31.176915,Q
39.837169,17.320508,27.712813,45.033321,-57.157677,25.980762,-36.373067,13.856406,-32.908965,-64.08588,N
41.569219,15.588457,17.320508,46.765372,-58.889727,39.837169,-32.908965,12.124356,-19.052559,-41.569219,R
17.320508,15.588457,15.588457,32.908965,-41.569219,25.980762,-25.980762,10.392305,-12.124356,-36.373067,I
36.373067,8.660254,24.248711,41.569219,-50.229473,10.392305,-19.052559,10.392305,-3.464102,-32.908965,R
15.588457,5.196152,13.856406,22.51666,-22.51666,10.392305,-24.248711,5.196152,-15.588457,-32.908965,T
31.176915,5.196152,34.641016,43.30127,-38.105118,-6.928203,-19.052559,6.928203,-6.928203,-38.105118,K
41.569219,22.51666,36.373067,36.373067,-55.425626,6.928203,-27.712813,13.856406,-32.908965,-57.157677,N
8.660254,1.732051,17.320508,31.176915,-19.052559,22.51666,-27.712813,1.732051,-15.588457,-19.052559,J
39.837169,20.78461,32.908965,39.837169,-57.157677,17.320508,-29.444864,12.124356,-22.51666,-65.817931,V
41.569219,8.660254,24.248711,39.837169,-43.30127,1.732051,-15.588457,10.392305,-3.464102,-45.033321,Q
20.78461,6.928203,20.78461,32.908965,-27.712813,17.320508,-22.51666,3.464102,-10.392305,-22.51666,B
20.78461,13.856406,22.51666,29.444864,-32.908965,13.856406,-17.320508,6.928203,-10.392305,-25.980762,A
25.980762,5.196152,17.320508,32.908965,-27.712813,12.124356,-19.052559,3.464102,-8.660254,-25.980762,R
13.856406,8.660254,13.856406,29.444864,-31.176915,29.444864,-25.980762,6.928203,-13.856406,-25.980762,J
45.033321,-15.588457,25.980762,36.373067,-38.105118,-8.660254,-20.78461,12.124356,-12.124356,-57.157677,U
20.78461,5.196152,17.320508,27.712813,-25.980762,10.392305,-13.856406,3.464102,-3.464102,-20.78461,R
29.444864,19.052559,13.856406,32.908965,-36.373067,17.320508,-25.980762,8.660254,-15.588457,-38.105118,Z
24.248711,1.732051,31.176915,36.373067,-32.908965,6.928203,-24.248711,10.392305,-12.124356,-48.497423,Y
41.569219,22.51666,1.732051,36.373067,-45.033321,17.320508,-24.248711,12.124356,-10.392305,-43.30127,Z
17.320508,5.196152,25.980762,27.712813,-25.980762,12.124356,-24.248711,5.196152,-20.78461,-31.176915,N
