id,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
11943,7,13,7,7,4,10,4,3,6,10,2,7,5,7,4,12,D
11944,3,4,4,2,2,7,7,7,5,7,5,8,2,8,3,8,O
11945,3,10,5,7,2,8,6,3,1,7,0,8,3,7,1,8,A
11946,3,6,4,4,2,7,10,4,4,12,5,3,1,10,3,8,P
11947,6,10,6,8,3,5,8,10,10,8,7,6,3,8,4,8,D
11948,4,6,4,4,3,7,5,12,4,7,12,8,3,9,0,8,U
11949,1,1,2,1,1,7,7,7,5,6,6,7,1,8,6,8,B
11950,5,10,5,8,4,7,7,12,2,7,9,8,8,6,0,8,M
11951,2,6,4,4,2,8,4,2,1,7,2,8,2,6,2,8,A
11952,5,8,7,6,6,8,7,2,4,9,7,8,7,6,2,8,M
11953,5,11,6,8,6,8,8,8,6,5,7,9,3,5,7,11,G
11954,8,12,7,6,4,8,9,3,4,12,5,4,3,10,6,6,P
11955,7,9,10,7,12,10,7,4,5,9,4,6,10,6,5,5,M
11956,5,7,6,5,3,7,6,7,7,10,6,11,2,10,4,9,G
11957,5,11,7,9,5,8,7,3,6,10,7,8,2,8,5,8,S
11958,6,11,5,6,3,5,11,5,3,13,6,4,4,10,4,8,P
11959,2,1,2,1,1,7,7,12,1,7,6,8,3,8,0,8,H
11960,2,1,2,1,0,8,7,4,4,7,6,8,3,8,4,8,X
11961,2,3,2,1,1,7,7,4,5,6,5,7,2,7,4,8,R
11962,4,8,4,6,3,7,7,8,5,9,7,10,3,8,3,7,O
11963,2,1,3,2,2,6,7,4,5,6,5,7,5,7,3,8,R
11964,1,3,2,2,1,8,7,5,5,9,5,6,2,8,3,8,D
11965,5,7,7,5,4,9,8,4,6,9,4,7,3,7,5,11,R
11966,3,5,5,6,1,8,15,1,5,7,11,8,0,8,0,8,T
11967,4,6,6,4,3,7,6,8,5,8,5,11,4,8,4,7,O
11968,3,7,4,5,5,8,7,4,1,7,6,9,6,8,6,12,G
11969,2,1,2,2,1,6,8,7,7,8,7,13,1,8,4,10,C
11970,5,10,6,8,6,6,6,7,7,7,6,8,4,11,7,7,T
11971,5,6,5,4,3,4,11,1,7,11,9,6,1,10,2,5,T
11972,6,10,8,8,4,5,9,3,6,15,7,9,2,7,2,7,J
11973,6,11,8,8,8,6,10,6,5,9,6,9,3,10,8,10,F
11974,4,9,5,6,3,5,12,8,3,7,3,9,3,7,6,11,R
11975,7,9,7,7,5,6,7,6,6,10,8,11,2,9,4,10,G
11976,2,0,2,1,1,7,8,3,0,7,8,8,6,10,0,8,W
11977,6,11,8,9,6,7,7,8,6,6,6,13,6,8,5,7,C
11978,3,11,5,8,6,10,6,1,4,9,4,4,3,8,5,8,I
11979,3,2,5,3,3,8,11,2,2,7,9,8,6,11,0,7,W
11980,4,9,4,7,3,3,6,6,12,7,7,15,0,8,7,7,E
11981,3,4,4,5,3,8,8,7,3,5,7,10,3,9,5,10,Q
11982,3,7,4,5,2,4,8,7,7,7,8,14,1,8,4,10,C
11983,4,6,5,4,3,6,8,2,7,10,7,9,3,8,3,7,K
11984,5,9,5,7,5,6,8,8,4,6,5,7,3,8,6,13,R
11985,2,1,2,2,1,7,11,1,6,7,10,8,1,10,1,8,T
11986,1,0,1,0,0,7,7,6,3,7,6,8,2,8,3,8,O
11987,4,9,5,7,4,5,7,5,4,9,8,9,2,8,5,9,G
11988,4,4,5,3,2,4,10,3,2,9,9,7,6,11,1,7,W
11989,3,9,3,7,2,0,2,3,6,1,0,8,0,8,0,8,L
11990,3,8,4,5,1,7,7,4,4,7,6,8,3,8,4,8,X
11991,2,5,3,4,2,4,4,4,8,2,1,7,0,7,1,6,L
11992,5,11,6,9,8,7,10,6,3,7,6,8,8,10,7,8,M
11993,2,1,3,2,2,7,7,4,6,6,6,9,3,8,5,10,K
11994,7,15,6,8,4,9,3,3,3,7,3,5,4,7,4,9,G
11995,6,6,8,9,9,9,11,4,1,5,8,11,6,14,7,13,Q
11996,1,0,2,1,0,8,4,2,0,7,2,8,1,7,1,8,A
11997,2,8,3,6,1,7,13,0,6,7,11,8,0,8,0,8,T
11998,3,9,4,7,4,6,11,4,6,8,11,7,2,12,1,7,T
11999,6,11,6,8,5,6,6,9,7,6,6,7,2,8,10,10,B
12000,8,12,7,6,4,6,7,2,8,9,6,9,4,5,4,7,X
12001,4,8,5,6,6,8,8,3,5,6,7,9,6,11,6,6,L
12002,3,8,4,6,2,7,7,4,13,9,6,8,0,8,8,8,Z
12003,6,10,8,7,5,9,7,5,8,10,3,5,3,8,4,8,D
12004,4,8,6,6,4,3,8,2,7,10,11,12,3,8,3,5,K
12005,5,10,5,5,2,7,4,3,6,11,4,13,2,6,6,8,L
12006,4,7,5,5,4,8,6,7,7,6,7,5,2,9,8,9,B
12007,5,7,7,11,10,9,10,5,0,5,7,10,6,13,6,12,Q
12008,2,6,4,4,1,9,15,1,5,5,11,9,0,8,0,8,T
12009,4,9,5,7,5,7,7,13,1,7,6,8,5,8,0,7,N
12010,7,10,7,6,4,9,6,2,7,11,4,7,4,9,4,9,X
12011,5,7,7,9,6,10,10,3,2,7,7,8,3,10,8,9,H
12012,11,13,10,8,5,6,8,2,9,9,7,9,5,7,5,7,X
12013,3,9,4,6,2,7,7,4,14,10,6,8,0,8,8,8,Z
12014,3,7,3,5,2,3,14,7,2,12,7,3,0,10,4,8,P
12015,4,10,6,8,2,5,11,1,4,9,11,8,0,10,0,8,Y
12016,3,6,5,4,6,9,7,4,4,6,6,8,7,8,6,7,H
12017,5,9,7,7,10,9,9,5,4,7,8,6,6,10,10,10,B
12018,1,0,1,1,0,7,7,2,10,9,6,8,0,8,6,8,Z
12019,5,9,4,5,2,9,3,2,5,8,1,7,3,7,4,10,S
12020,4,5,6,3,3,4,8,2,7,10,9,11,3,8,3,7,K
12021,3,4,4,6,3,11,5,3,4,9,3,7,1,7,6,9,Z
12022,6,8,8,7,8,7,10,6,2,7,7,8,6,11,7,8,G
12023,1,3,2,1,1,7,7,5,6,7,5,10,1,9,3,9,G
12024,7,10,7,8,6,6,11,4,6,11,9,5,3,12,2,4,T
12025,4,11,6,8,4,5,11,4,6,11,10,5,2,10,3,5,F
12026,8,11,7,6,4,6,11,4,5,13,6,3,4,9,6,5,P
12027,3,8,3,5,1,1,13,4,3,12,10,6,0,8,2,6,F
12028,3,3,4,4,2,7,8,7,6,6,6,7,2,7,6,11,G
12029,6,10,5,5,4,9,6,4,6,11,5,7,4,7,9,10,Q
12030,3,7,4,4,1,2,13,5,3,12,9,6,0,8,2,6,F
12031,1,7,2,5,2,10,6,1,5,11,4,8,0,6,1,7,J
12032,5,7,6,5,6,8,4,6,3,8,6,11,8,8,4,7,C
12033,4,6,6,4,3,6,6,5,7,6,5,9,3,9,4,8,G
12034,7,11,7,8,7,2,10,2,3,10,10,8,7,11,1,7,W
12035,4,6,6,4,4,7,8,2,8,12,7,8,1,9,6,7,Z
12036,3,7,5,5,4,7,11,2,2,7,8,8,6,11,1,8,W
12037,5,9,8,7,8,5,7,3,4,9,9,9,7,5,2,7,M
12038,5,11,5,8,3,6,7,11,10,6,5,6,3,8,4,8,D
12039,5,9,6,7,3,5,8,7,8,7,8,14,2,9,4,9,C
12040,2,2,4,3,2,8,7,3,9,6,6,8,2,8,6,8,X
12041,4,5,5,8,2,7,6,8,9,6,5,11,1,8,6,11,G
12042,3,10,5,7,2,7,8,2,7,15,5,8,0,6,1,7,J
12043,3,8,4,6,3,8,8,7,5,7,6,7,2,8,8,8,S
12044,4,6,6,4,7,7,7,3,2,8,6,7,2,8,12,3,S
12045,3,2,4,3,2,5,11,4,6,11,9,5,1,10,3,6,F
12046,0,0,1,0,0,5,10,6,1,9,6,5,1,9,2,8,P
12047,2,2,3,2,2,8,7,6,3,6,6,10,2,9,3,10,Q
12048,10,13,7,8,4,7,7,5,5,8,4,7,5,9,6,8,O
12049,5,8,6,6,2,8,4,5,6,15,7,13,1,6,1,6,J
12050,6,7,4,10,3,6,10,3,3,13,6,5,3,8,7,9,J
12051,1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,I
12052,3,8,4,6,3,5,8,8,7,10,8,13,2,10,4,9,C
12053,5,11,7,9,5,6,8,5,7,6,8,9,3,9,1,8,U
12054,6,11,6,8,3,7,7,15,0,7,6,8,3,8,0,8,H
12055,8,10,12,8,9,10,6,2,5,9,5,7,8,7,2,8,M
12056,3,10,5,7,1,10,15,1,6,4,11,9,0,8,0,8,T
12057,7,10,7,8,7,4,11,2,2,9,8,7,7,12,2,6,W
12058,5,9,8,7,9,7,10,4,4,5,6,9,8,8,7,8,K
12059,3,7,4,5,2,7,7,14,2,5,6,8,5,8,0,8,N
12060,4,7,6,5,4,9,7,3,7,10,4,7,2,8,5,11,B
12061,7,9,9,8,7,8,4,4,5,9,4,9,4,6,5,7,O
12062,7,13,6,7,5,10,4,4,6,11,4,8,3,8,8,11,Q
12063,3,8,5,6,3,12,2,3,2,11,2,9,2,6,3,9,A
12064,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,I
12065,2,2,3,3,2,7,11,2,7,7,11,8,1,11,1,8,T
12066,5,9,7,6,4,7,7,2,9,11,6,9,2,8,4,8,E
12067,2,4,4,3,2,7,9,4,3,11,4,4,1,10,2,8,P
12068,5,12,4,7,4,9,6,4,2,9,8,11,4,9,7,13,C
12069,4,6,6,6,7,7,8,5,5,8,6,9,6,9,8,8,B
12070,1,4,2,3,1,7,7,1,8,13,6,8,0,8,1,8,I
12071,5,11,6,8,2,4,6,9,2,7,7,12,4,8,3,11,K
12072,5,9,8,7,10,7,6,4,2,7,4,8,13,6,3,7,M
12073,4,9,4,4,3,7,7,3,2,8,5,7,3,10,8,7,G
12074,1,3,3,1,1,8,10,2,5,13,5,4,1,9,1,8,F
12075,1,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8,I
12076,4,6,6,4,3,8,6,2,9,11,5,9,1,8,5,9,Z
12077,5,5,7,8,4,7,8,5,2,7,8,8,9,9,0,8,W
12078,2,3,2,2,1,6,8,5,4,9,8,9,2,8,4,9,G
12079,5,9,8,7,4,4,9,2,7,10,10,11,3,8,3,6,K
12080,6,10,8,8,8,7,7,5,7,7,6,5,6,8,3,7,D
12081,3,4,4,2,3,7,6,6,4,6,7,8,6,6,2,8,M
12082,9,11,9,8,6,5,8,0,9,8,9,5,4,13,7,3,Y
12083,3,4,4,3,2,7,7,3,9,6,6,10,2,8,6,7,X
12084,5,7,7,10,10,7,6,4,2,8,8,9,8,11,9,7,Y
12085,2,1,2,1,1,8,7,7,5,7,6,8,2,8,3,8,O
12086,5,11,7,8,9,8,7,6,2,7,8,8,6,8,4,8,W
12087,5,11,5,6,5,8,7,3,4,9,6,7,6,7,8,7,B
12088,4,9,6,7,5,9,7,2,7,11,5,8,3,7,6,10,E
12089,6,8,8,6,7,8,7,5,4,7,6,8,5,11,9,11,F
12090,1,0,1,0,0,3,12,4,3,11,9,6,0,8,2,8,F
12091,4,7,5,5,3,7,7,12,1,7,9,8,8,6,0,8,M
12092,4,7,5,5,3,6,7,10,10,6,5,6,3,8,4,8,D
12093,5,9,7,7,7,7,5,6,2,7,7,8,7,7,6,12,W
12094,2,1,2,3,2,5,10,4,5,10,9,6,1,10,3,7,F
12095,3,6,4,8,4,8,11,4,3,5,9,11,2,10,5,8,Q
12096,3,7,4,5,4,8,7,4,8,7,7,8,2,8,6,10,E
12097,3,6,4,4,4,8,7,6,2,6,8,9,5,8,3,7,W
12098,2,6,4,4,3,9,6,4,6,10,4,6,3,8,3,8,D
12099,4,8,5,6,4,4,11,6,5,11,10,5,2,9,2,5,F
12100,5,9,3,12,3,10,7,2,3,11,3,5,3,8,6,9,J
12101,3,6,5,4,4,6,6,3,4,8,6,11,5,9,3,8,C
12102,3,4,5,6,7,8,5,5,2,7,6,7,6,9,6,9,P
12103,7,10,7,7,6,4,10,2,3,9,9,8,7,11,2,6,W
12104,5,10,6,8,6,8,7,6,5,5,9,8,3,9,10,7,Y
12105,4,9,5,6,2,8,8,9,7,6,7,9,3,8,4,8,O
12106,4,9,4,7,3,1,13,4,4,12,10,7,0,8,2,6,F
12107,3,3,5,2,2,6,8,2,8,11,9,9,2,8,3,6,X
12108,4,9,5,7,5,7,11,4,6,7,11,8,2,12,1,7,T
12109,3,6,5,4,2,7,12,3,4,8,12,8,3,10,1,8,V
12110,2,3,3,5,2,6,9,9,4,7,5,7,2,8,5,10,R
12111,2,3,3,2,2,6,8,4,5,7,5,7,2,7,3,8,R
12112,5,7,7,5,4,8,9,4,6,8,4,8,3,6,5,11,R
12113,3,6,5,4,2,11,3,2,2,9,2,9,2,6,3,9,A
12114,3,9,5,6,1,6,12,2,3,9,12,8,1,10,0,8,Y
12115,4,7,6,6,6,7,7,5,3,6,7,8,4,7,2,7,U
12116,1,3,2,2,1,5,10,3,5,10,9,6,1,10,2,7,F
12117,4,6,7,4,4,7,7,1,8,10,6,8,2,8,3,8,X
12118,3,2,6,4,2,8,2,2,2,6,2,7,3,7,3,7,A
12119,2,3,2,3,2,8,8,5,2,8,7,10,2,9,3,8,Q
12120,4,4,6,3,3,7,6,3,4,9,7,8,7,5,2,8,M
12121,5,8,7,6,6,9,7,3,5,10,5,6,2,8,5,9,B
12122,4,9,5,6,5,9,7,4,5,9,4,8,3,7,4,11,R
12123,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,I
12124,2,1,2,2,2,7,8,5,5,6,5,7,2,7,4,8,R
12125,3,5,3,4,2,6,9,5,4,9,7,4,1,10,3,7,P
12126,6,9,7,7,4,6,7,7,8,10,7,11,2,9,4,9,G
12127,6,9,6,6,4,7,8,6,8,13,7,10,3,11,4,6,C
12128,2,7,4,5,2,6,4,3,8,6,1,7,1,6,2,7,L
12129,7,8,9,7,10,5,8,5,4,6,5,8,13,7,6,9,M
12130,6,11,7,6,4,4,9,3,6,10,10,11,5,8,3,6,K
12131,8,14,7,8,6,10,7,3,6,10,4,7,6,6,7,9,B
12132,3,2,3,4,1,3,7,7,2,7,7,11,3,8,3,10,K
12133,4,9,7,7,5,9,8,4,1,6,9,8,7,11,0,8,W
12134,3,6,4,4,4,8,10,5,4,8,5,6,3,9,7,7,S
12135,2,3,3,1,1,8,7,4,5,10,4,5,2,8,2,8,D
12136,3,7,4,5,2,0,1,4,5,1,1,7,0,8,0,8,L
12137,9,13,8,8,4,6,7,3,9,9,9,9,4,8,4,6,X
12138,2,4,4,2,2,8,8,2,7,10,4,7,1,8,4,8,S
12139,4,8,6,6,4,9,7,3,6,10,5,8,2,9,5,9,S
12140,2,4,4,3,2,7,7,2,8,11,6,9,2,8,4,8,E
12141,2,3,3,2,1,4,12,3,2,9,11,7,2,11,0,7,V
12142,8,11,8,8,6,6,10,1,9,11,9,5,3,9,4,4,T
12143,3,6,4,4,4,7,6,6,4,6,7,8,7,5,2,7,M
12144,2,6,4,4,1,6,10,3,2,7,13,8,2,11,0,8,Y
12145,6,10,7,8,3,7,9,9,9,7,8,8,3,8,4,8,O
12146,1,3,1,2,0,7,8,0,6,12,6,8,0,8,0,7,I
12147,4,11,4,8,2,4,8,8,2,6,3,11,4,8,2,11,K
12148,6,5,8,5,9,8,7,5,5,7,5,8,9,9,7,9,W
12149,5,7,6,9,6,9,7,7,2,5,7,10,3,8,6,10,Q
12150,5,9,7,6,4,9,8,4,6,12,4,4,2,9,4,9,P
12151,8,12,8,6,4,3,10,4,7,12,11,9,3,7,3,4,X
12152,4,8,5,9,6,7,8,6,3,8,9,9,4,10,6,7,Q
12153,1,2,2,2,1,7,8,4,2,7,8,9,2,9,3,8,Q
12154,5,11,5,8,3,3,8,6,12,7,6,15,0,8,7,6,E
12155,2,5,3,3,1,10,5,2,6,14,4,9,0,7,0,8,J
12156,7,9,6,5,3,6,8,2,9,10,9,9,4,8,4,6,X
12157,3,3,4,2,1,4,13,3,2,10,11,7,2,11,1,8,V
12158,4,9,6,7,4,5,11,4,6,11,10,5,2,10,3,5,F
12159,7,11,10,9,7,6,7,2,7,10,7,10,4,8,4,7,K
12160,4,8,5,6,4,8,7,3,8,5,6,7,3,9,7,7,X
12161,5,9,7,6,7,8,7,4,4,7,6,7,4,8,6,8,B
12162,1,3,2,1,1,6,8,6,6,8,7,13,1,9,3,10,C
12163,1,0,1,1,1,4,7,5,8,7,6,13,0,8,6,10,E
12164,5,9,7,7,8,8,7,6,4,6,7,8,8,6,2,7,M
12165,4,5,7,4,4,7,8,3,6,10,6,8,3,8,3,8,H
12166,3,6,4,4,3,5,10,3,4,12,8,6,2,10,1,7,F
12167,6,6,6,8,3,3,14,8,1,11,6,3,1,10,4,8,P
12168,5,5,7,4,6,7,9,4,4,6,4,8,7,7,5,7,N
12169,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,I
12170,3,4,5,3,3,6,8,3,5,10,9,9,3,7,3,6,H
12171,3,9,4,7,2,7,5,6,10,5,6,10,0,9,9,8,S
12172,5,5,6,7,8,8,6,4,3,6,7,7,6,9,4,5,P
12173,2,3,4,2,2,5,8,2,7,10,8,9,3,8,2,7,K
12174,3,1,5,1,2,6,11,3,2,7,9,9,6,11,0,8,W
12175,3,4,5,3,3,9,11,3,2,5,9,7,6,10,0,8,W
12176,5,10,5,8,4,7,8,9,7,7,5,6,2,8,9,10,B
12177,3,6,5,4,3,10,6,4,7,11,3,6,3,8,3,9,D
12178,3,7,5,5,3,11,2,3,3,10,2,10,2,6,2,8,A
12179,4,8,5,6,4,7,7,8,5,8,6,12,4,9,4,8,C
12180,7,11,11,8,5,7,7,1,9,10,6,8,3,8,4,7,X
12181,5,9,5,7,4,7,7,8,5,10,6,7,3,8,4,8,O
12182,3,7,4,5,2,6,8,0,7,13,7,8,0,8,1,7,I
12183,5,10,7,8,9,7,9,6,5,7,6,8,7,9,6,10,M
12184,8,8,11,7,12,7,6,5,5,7,5,8,10,9,8,9,W
12185,3,7,4,5,2,8,8,8,7,5,7,9,2,7,5,10,G
12186,5,11,5,6,4,11,5,4,6,10,4,7,4,9,6,12,Q
12187,7,15,6,8,4,10,4,4,7,10,4,8,3,9,7,13,Q
12188,5,11,5,8,7,7,5,11,1,8,8,8,9,5,2,10,M
12189,3,9,4,6,3,8,7,0,7,13,6,8,0,8,1,8,I
12190,6,11,9,8,11,7,7,3,6,6,7,11,6,11,9,7,L
12191,3,10,4,8,4,7,8,3,12,9,6,8,0,8,7,7,Z
12192,4,7,3,10,3,9,7,3,3,11,4,5,3,8,6,9,J
12193,3,5,5,3,3,8,7,2,6,10,5,7,2,8,4,10,B
12194,2,1,2,2,1,8,8,6,4,8,5,7,2,8,8,8,S
12195,3,9,6,6,3,11,3,2,2,9,2,9,3,5,3,8,A
12196,3,5,5,7,4,9,5,4,4,7,3,6,2,8,7,6,Z
12197,5,4,6,6,7,8,8,3,3,6,8,7,5,10,5,5,P
12198,4,8,5,6,3,7,12,3,7,7,11,8,2,12,1,7,T
12199,6,5,7,4,4,5,11,4,2,9,8,7,7,11,2,6,W
12200,6,9,7,4,3,5,8,3,5,9,9,10,5,10,3,6,K
12201,6,10,8,7,8,8,8,4,6,10,6,6,5,7,7,9,B
12202,3,5,4,3,2,7,7,7,4,9,6,7,2,8,3,7,O
12203,9,15,8,8,4,9,3,4,7,11,4,10,3,8,8,11,Q
12204,5,8,6,6,4,9,7,4,6,10,3,6,2,7,5,10,S
12205,1,6,1,4,1,7,7,0,7,7,6,9,0,8,3,8,I
12206,5,12,5,6,3,9,8,2,5,12,4,5,2,10,5,11,I
12207,8,12,7,6,4,9,9,4,7,8,2,5,6,6,4,8,H
12208,3,2,5,3,2,7,12,2,3,6,11,9,3,11,1,7,V
12209,5,9,7,7,5,6,4,2,7,7,2,9,1,6,3,8,L
12210,2,2,3,3,2,8,8,5,2,7,7,10,2,9,4,9,Q
12211,4,6,6,4,5,9,5,7,5,6,9,7,3,9,8,5,Y
12212,4,7,4,5,3,5,11,3,6,11,9,5,2,11,2,5,T
12213,6,9,6,7,4,7,8,8,5,10,7,8,3,8,3,8,O
12214,4,8,6,6,4,6,10,4,6,10,8,3,1,10,5,7,P
12215,4,9,7,7,3,7,11,1,8,6,12,8,1,11,2,8,Y
12216,4,9,6,7,3,6,9,2,6,14,6,7,1,7,1,7,J
12217,6,6,6,8,5,6,6,9,7,6,6,7,3,8,10,10,B
12218,5,9,7,6,6,7,7,6,6,7,5,8,6,7,3,7,N
12219,3,7,4,5,2,7,7,4,13,9,6,8,0,8,8,8,Z
12220,4,6,6,6,5,5,8,4,8,8,8,9,3,9,7,6,T
12221,5,9,5,10,6,8,6,7,5,9,6,9,3,8,6,8,Q
12222,2,7,3,5,2,8,7,1,6,11,5,8,1,6,1,6,J
12223,5,8,7,7,5,7,4,4,4,5,3,8,3,7,5,8,Q
12224,8,11,5,6,3,7,9,5,8,10,6,10,1,8,7,9,E
12225,4,9,5,6,2,3,8,8,2,7,5,11,4,8,3,10,K
12226,7,8,9,9,8,7,8,4,5,7,7,7,4,7,10,10,I
12227,3,4,5,3,2,9,6,1,8,10,4,8,2,8,3,9,X
12228,5,8,8,6,8,8,6,4,4,7,6,7,7,11,7,4,N
12229,1,7,2,5,1,11,3,9,3,12,6,13,1,6,0,8,J
12230,5,12,6,6,3,13,1,4,1,12,3,11,2,3,3,11,A
12231,3,7,4,5,3,8,7,7,6,7,6,7,3,8,4,7,H
12232,5,11,6,8,3,8,7,9,8,7,6,8,3,8,4,8,O
12233,5,10,3,5,2,5,9,6,6,11,8,8,2,9,5,8,C
12234,4,6,4,4,2,7,7,14,2,5,6,8,6,8,0,8,N
12235,6,12,5,6,2,5,11,2,5,11,8,5,2,9,6,2,F
12236,3,2,4,3,3,7,7,5,5,6,5,6,3,7,4,8,R
12237,6,11,8,8,7,7,7,6,6,7,7,7,7,7,3,7,D
12238,2,0,2,1,0,8,15,2,4,6,10,8,0,8,0,8,T
12239,10,12,8,7,5,6,8,4,5,10,7,4,3,9,5,4,Y
12240,2,4,2,3,2,7,7,5,7,7,6,8,2,8,5,10,E
12241,6,7,8,6,8,7,6,5,6,7,5,9,5,6,8,3,D
12242,3,5,3,4,2,5,10,4,5,10,9,5,1,10,3,7,F
12243,3,5,6,4,3,7,8,2,8,11,7,9,2,8,4,8,E
12244,5,5,6,8,3,5,7,10,9,7,6,5,3,8,4,8,D
12245,8,10,8,8,3,4,12,5,5,12,12,7,3,9,2,8,V
12246,5,9,6,7,5,8,7,6,5,8,7,7,3,6,4,6,J
12247,4,5,5,5,4,7,4,5,5,7,5,9,4,5,6,7,Q
12248,5,10,7,8,5,8,9,2,6,13,6,5,2,10,2,8,F
12249,1,0,2,0,0,7,7,6,8,7,6,13,0,8,4,10,C
12250,5,11,8,8,8,4,12,2,2,8,9,9,7,13,2,8,W
12251,2,4,4,6,1,7,14,0,6,7,11,8,0,8,0,8,T
12252,2,0,3,1,0,7,9,4,2,7,13,8,2,10,0,8,V
12253,4,11,4,8,3,5,7,11,8,7,6,5,3,8,4,8,D
12254,3,7,4,5,2,7,7,4,13,9,6,8,0,8,8,8,Z
12255,3,2,6,4,2,10,2,2,2,9,1,8,2,6,2,8,A
12256,7,11,9,8,6,5,12,3,2,9,10,7,5,10,6,8,V
12257,3,10,5,8,3,8,6,0,7,13,6,9,1,7,2,8,I
12258,8,10,11,7,8,7,7,2,6,10,6,9,5,7,4,7,H
12259,6,7,6,5,4,6,11,4,2,8,7,6,6,12,2,5,W
12260,2,3,4,1,1,8,9,3,4,12,4,3,1,9,2,9,P
12261,4,8,5,6,3,7,6,6,10,5,6,10,0,9,9,8,S
12262,7,11,7,8,5,5,8,0,8,9,9,5,4,10,7,4,Y
12263,2,7,2,5,2,1,11,3,4,11,11,8,0,8,1,7,F
12264,4,10,5,8,2,5,7,7,10,6,6,13,1,7,4,9,C
12265,2,0,2,1,1,7,6,7,5,7,6,8,2,8,3,8,O
12266,4,6,6,4,5,8,8,6,4,6,5,6,4,8,6,5,B
12267,3,5,4,4,3,7,7,7,7,6,6,5,2,8,3,7,D
12268,5,7,5,5,5,4,10,2,3,9,8,8,6,11,2,6,W
12269,6,11,6,8,3,4,13,8,1,10,6,3,1,10,4,8,P
12270,7,10,8,5,4,6,8,2,8,11,6,9,4,7,4,6,X
12271,4,7,5,5,3,6,7,6,8,5,6,13,1,6,5,9,C
12272,3,7,4,5,2,8,7,8,8,6,6,11,1,8,5,10,G
12273,5,5,7,5,5,7,4,4,5,7,3,8,4,5,4,8,Q
12274,1,0,2,1,0,8,7,6,3,6,6,9,2,8,3,8,Q
12275,4,5,6,7,7,6,8,5,3,7,7,6,7,12,6,9,P
12276,3,4,4,6,2,8,7,6,9,4,6,7,0,8,9,8,S
12277,4,9,6,7,5,5,10,3,6,10,9,5,1,10,4,7,P
12278,4,8,5,5,2,7,5,15,1,7,9,8,3,8,0,8,H
12279,9,15,8,8,4,6,10,6,5,14,5,4,4,10,4,8,P
12280,9,11,9,8,7,4,8,5,8,9,7,9,6,8,4,3,U
12281,1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,I
12282,6,14,6,8,3,8,7,2,5,13,4,5,2,8,6,10,I
12283,4,7,6,5,6,6,6,5,5,7,7,11,10,5,2,9,M
12284,4,8,5,6,3,8,8,1,6,13,5,5,1,10,2,9,P
12285,3,6,5,4,3,8,8,8,4,7,6,7,3,8,3,8,O
12286,4,8,4,5,2,7,8,15,1,7,5,8,3,8,0,8,H
12287,2,5,4,3,2,6,8,2,8,11,7,9,2,8,4,8,E
12288,1,0,2,0,1,7,8,3,0,7,8,8,5,10,0,8,W
12289,3,7,5,5,3,7,9,6,5,7,6,7,5,9,2,6,N
12290,5,10,6,8,7,9,8,3,5,7,6,7,7,7,6,9,B
12291,4,8,6,6,4,9,6,5,7,10,3,5,3,8,3,8,D
12292,4,9,5,6,5,6,6,6,4,7,7,11,7,5,2,10,M
12293,4,9,5,7,4,5,6,6,5,9,7,12,2,8,4,10,G
12294,2,0,2,1,1,8,7,7,6,7,6,8,2,8,3,8,O
12295,8,12,6,6,3,10,1,2,2,10,4,12,3,5,4,8,A
12296,3,8,5,6,3,8,4,1,8,9,3,10,0,7,2,9,L
12297,1,0,1,0,0,4,6,5,1,7,6,10,2,7,1,10,K
12298,5,9,6,7,2,6,8,7,11,6,7,13,1,7,4,8,C
12299,5,10,6,8,4,6,8,6,7,6,10,9,3,9,1,7,U
12300,4,7,6,6,7,7,8,5,5,7,6,8,6,9,7,8,V
12301,4,7,4,5,2,7,7,4,14,9,6,8,0,8,8,8,Z
12302,1,6,2,4,1,7,13,0,4,7,10,8,0,8,0,8,T
12303,8,14,8,8,4,7,7,3,6,9,9,9,6,11,4,7,K
12304,2,7,2,5,2,9,6,1,6,11,4,8,0,7,1,6,J
12305,4,6,6,7,5,8,8,5,6,7,6,8,3,8,8,7,I
12306,6,12,4,6,3,7,8,5,4,8,4,7,5,8,5,8,O
12307,3,7,4,5,2,6,4,1,9,8,2,11,0,7,2,8,L
12308,5,10,8,7,5,7,12,2,3,5,10,9,4,12,2,7,V
12309,4,5,6,7,4,7,8,5,2,6,8,8,8,9,0,8,W
12310,4,9,6,7,2,8,8,5,3,6,14,8,3,9,0,8,V
12311,3,1,4,3,2,7,7,7,5,7,6,8,2,8,3,8,O
12312,1,3,2,2,1,9,6,3,4,10,4,6,2,8,2,8,D
12313,4,11,4,8,3,3,6,6,12,7,7,15,0,8,7,7,E
12314,7,11,9,8,8,8,8,5,6,10,5,5,6,8,6,11,D
12315,5,10,6,8,7,6,10,6,4,8,5,9,3,10,8,11,F
12316,7,9,9,8,9,8,7,5,4,7,5,7,7,9,6,5,N
12317,3,9,4,7,2,9,9,6,10,5,5,5,0,7,9,7,S
