@relation letter-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R17_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A16-N200-T1.0E-4-weka.filters.unsupervised.attribute.Remove-R9-16

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
-0.011148,-0.002812,-0.008777,0.004764,-0.002997,-0.010394,-0.011686,-0.006511,C
-0.004029,0.001837,-0.000219,0.004928,-0.001926,0.004589,-0.008424,-0.009866,G
0.005043,0.001156,0.006262,-0.004949,-0.002134,-0.008041,0.011,0.00003,Z
-0.004195,-0.003193,0.005552,-0.003003,-0.010151,0.007525,-0.003623,0.00394,Q
-0.000023,0.000659,-0.003706,-0.004954,-0.000038,-0.000928,0.008263,-0.004834,T
-0.00451,0.006062,0.00148,-0.00498,-0.00116,0.015722,-0.012364,0.013518,U
-0.009728,-0.00227,-0.005657,-0.007452,-0.003514,-0.00364,-0.001342,-0.005796,W
-0.002641,0.006053,-0.003183,0.006146,0.000665,0.000264,0.009287,-0.003327,U
-0.005014,-0.00106,0.006556,0.005752,-0.00108,0.010726,-0.003385,-0.004159,O
-0.00108,-0.010564,-0.006258,-0.001598,-0.003297,-0.001911,-0.001067,0.000178,N
-0.007067,0.01184,0.012821,0.006363,0.002943,0.008779,-0.005032,0.002378,Y
-0.002535,0.012496,-0.005766,0.009676,0.003234,0.012211,0.004804,0.009877,V
-0.003517,0.006576,0.006571,0.010863,0.003793,0.004211,-0.001497,-0.013723,N
0.002736,0.000394,0.000864,-0.008973,0.000762,-0.002086,0.006441,0.00734,T
0.003709,-0.011263,-0.008373,-0.001502,0.010709,-0.008846,0.009591,0.016885,I
-0.007708,-0.010799,0.012694,0.000436,0.019537,0.001944,0.013171,-0.001901,J
0.010007,-0.018682,0.02657,-0.006907,0.001828,0.020234,-0.005239,-0.003029,M
0.008235,0.003449,-0.000841,0.009459,-0.00003,-0.000328,-0.00207,-0.004414,Q
0.002746,-0.012141,0.003078,0.001967,0.004687,0.005682,-0.002863,0.008713,A
0.002175,0.006506,0.017261,0.000944,-0.003179,-0.008409,0.006784,-0.000883,D
0.008347,0.000126,-0.007462,0.007338,0.000959,-0.001433,-0.01179,0.007326,V
0.003529,-0.000884,-0.006908,0.001457,-0.006682,0.000855,0.012008,0.001114,I
0.001813,-0.009154,-0.008337,-0.003384,0.004478,-0.005164,0.012423,0.009312,I
0.005099,0.002812,0.001955,-0.000878,0.007123,0.000621,-0.001278,0.00447,F
0.00004,0.007297,-0.005113,0.002999,-0.004802,0.001425,-0.000178,-0.003352,Q
0.001764,0.013113,-0.003188,0.000395,-0.002583,0.002408,-0.002704,-0.002581,B
0.001759,0.000483,-0.001137,0.010898,0.000183,-0.004511,0.001808,0.005721,U
0.003346,0.008437,-0.009605,0.003309,0.001287,0.004557,-0.011094,0.00433,V
0.000569,0.008288,0.001302,0.006253,-0.001569,0.001798,0.001311,-0.014987,N
0.002329,0.001272,-0.002788,0.001914,0.002387,0.005059,-0.003817,0.002457,X
0.002659,0.002837,-0.000565,-0.02473,0.000563,0.0058,-0.005511,-0.008288,P
-0.0006,-0.000848,-0.001702,-0.007319,0.000616,0.009777,0.004795,-0.006138,P
0.003456,-0.007299,-0.003882,-0.001387,0.005142,0.000797,-0.020875,-0.011617,M
0.015216,-0.000028,-0.007451,0.013174,-0.001464,0.003689,-0.007197,0.004127,V
-0.00322,-0.006053,-0.004611,0.006457,-0.00834,-0.01911,-0.004646,0.002647,M
0.011679,0.000178,-0.021676,0.015039,-0.003374,-0.001731,-0.001657,-0.000702,V
0.000114,-0.00378,-0.004834,-0.009171,-0.000551,0.000315,0.015878,-0.003078,F
-0.003692,-0.003641,-0.002176,0.001005,-0.000988,-0.001964,0.007294,-0.003164,H
-0.002552,-0.007993,0.004242,0.004091,0.000019,0.002591,0.004291,-0.007332,H
-0.012895,-0.005549,-0.00252,0.002892,-0.013664,-0.004951,-0.006832,-0.005562,N
0.002635,-0.007592,-0.002679,0.002552,0.004816,-0.003209,-0.002227,0.00641,E
0.005549,0.003865,0.00398,0.003864,-0.001343,-0.003007,-0.000401,-0.003723,Z
0.003692,0.006191,0.009578,0.006591,0.001694,-0.005685,0.00091,0.002777,G
-0.004644,-0.005124,-0.005377,0.004894,0.011521,0.002367,-0.013783,-0.005701,K
-0.001157,-0.000211,0.001019,0.006539,0.002638,-0.000288,-0.002888,-0.004334,O
-0.0003,-0.002377,0.001198,0.0078,0.016626,-0.008993,-0.016956,0.003365,E
0.012994,-0.002224,0.009315,0.002102,-0.010586,0.000483,-0.011886,-0.012058,G
0.012282,0.007505,0.01424,0.003868,-0.004339,-0.010031,-0.005135,0.005941,Q
0.003184,0.006669,0.002648,0.000915,-0.009395,0.005403,-0.001556,-0.006138,N
-0.007545,-0.000092,0.004887,-0.00032,0.000334,-0.002848,0.005283,0.001643,U
-0.016763,0.006202,-0.002177,-0.000074,0.00219,-0.017296,-0.00954,-0.004128,G
-0.000235,-0.002168,-0.007166,-0.002024,0.00956,0.000014,0.002765,-0.001731,S
0.003188,-0.002775,0.006412,0.001184,0.009658,-0.003366,-0.00071,0.004328,Z
-0.021123,0.002305,-0.012689,0.003803,0.001465,-0.011853,-0.009379,0.002243,C
0.001645,-0.012826,0.002751,0.001614,0.01428,0.00379,0.015464,0.000177,J
-0.002934,-0.012657,-0.001666,-0.000858,-0.001913,-0.001474,-0.000103,-0.00359,M
-0.00308,-0.004534,0.000734,-0.00016,-0.012054,-0.007526,-0.006378,-0.009641,M
-0.014462,0.009399,-0.005013,0.002949,-0.023563,0.027793,0.005935,0.007822,L
0.004523,0.007003,0.00476,-0.004642,-0.006907,0.006458,0.006954,-0.001545,D
0.018542,-0.000715,-0.000784,-0.002307,0.002164,-0.004792,-0.004293,-0.001181,Z
-0.002536,-0.002375,0.005755,0.001311,-0.006806,-0.000485,-0.000219,0.009484,M
0.004591,0.004091,0.006159,-0.008773,-0.001686,-0.004676,-0.00023,0.008112,F
-0.009518,-0.007545,-0.006056,0.00432,0.001891,0.013484,-0.003294,0.001592,A
-0.006333,0.026473,0.016459,0.007743,0.001359,-0.000365,0.0178,0.014126,U
-0.000889,-0.00494,0.015459,0.001203,-0.009104,0.005398,-0.005699,-0.002582,Q
0.005397,0.00552,-0.006127,-0.007499,0.001502,0.006363,-0.001335,-0.017872,P
-0.00299,-0.001761,-0.004444,0.007771,-0.007412,-0.008909,-0.002159,-0.003306,H
0.000724,0.006988,0.002661,-0.002502,-0.00878,0.00191,0.007488,-0.003598,B
-0.011118,-0.001555,-0.006828,-0.01234,-0.003921,-0.002426,-0.006065,0.001008,W
0.000278,0.005745,0.005383,0.005222,0.00454,-0.005285,0.000135,-0.00385,E
-0.011297,0.001443,0.003122,0.00079,-0.00369,-0.010339,-0.005075,-0.003399,B
-0.008921,0.000805,0.000638,0.004413,0.008567,-0.007914,-0.011159,0.005448,G
0.001203,0.002999,0.001947,-0.003238,-0.003105,-0.015921,-0.006478,0.013555,Q
-0.003652,0.005218,-0.000393,-0.007175,-0.002504,0.005825,0.011904,0.002248,Y
-0.01052,0.01176,-0.01109,0.001186,0.000708,-0.011877,-0.008582,-0.000358,E
0.001528,0.001303,-0.003764,0.001401,0.003068,-0.000236,0.001295,0.008833,F
-0.00402,-0.001127,0.002645,0.00845,0.006904,-0.010354,0.006549,-0.010442,C
0.008839,-0.002261,0.001616,-0.00501,0.011091,0.004554,-0.002803,0.006693,A
0.005495,0.005295,0.000705,-0.006461,0.012354,0.004135,-0.009769,-0.002705,Q
0.006335,-0.001157,-0.006878,-0.000187,-0.003024,0.001806,0.006691,0.004241,I
0.003409,0.006222,-0.001468,-0.005372,-0.003917,0.001049,0.003819,0.000747,G
-0.000054,0.000052,0.003303,-0.013138,-0.001874,0.020157,-0.008168,0.001703,S
-0.002856,-0.019621,-0.003533,0.004833,-0.001075,0.002411,-0.00877,0.013816,L
0.000679,-0.005969,0.009842,0.007881,-0.000542,-0.003744,-0.011325,0.011067,K
-0.013811,0.01583,0.012462,0.008417,0.000752,0.00795,0.011522,-0.002536,H
-0.003822,-0.00436,0.007877,0.007367,-0.000447,0.003731,-0.004083,0.008965,K
0.000295,-0.017306,0.005851,0.003569,0.009765,0.006264,0.006238,-0.000904,A
-0.002154,-0.002921,0.002609,0.007155,0.012427,-0.008228,-0.010509,-0.001957,E
-0.001936,0.00454,0.010324,-0.007015,-0.004334,-0.011792,0.000147,0.011068,Q
-0.003776,-0.008675,-0.002263,0.002641,0.000086,-0.004897,0.005863,0.003784,K
0.00769,0.006631,-0.007097,-0.000657,-0.00641,-0.005731,-0.004682,-0.005868,R
-0.00863,-0.002102,-0.003233,0.003024,0.003145,0.000501,-0.010707,0.00662,W
-0.006727,0.00267,-0.004349,0.002423,0.00507,-0.003468,0.004726,-0.003646,G
0.002694,-0.011803,0.001019,-0.00331,0.01241,-0.001819,0.01565,0.000505,J
-0.007151,-0.010591,0.002311,0.001149,-0.000604,0.011226,0.006453,0.002369,A
-0.000627,0.00456,-0.001917,0.001029,0.001676,-0.002384,0.004298,-0.00862,E
-0.001073,-0.005472,0.000533,0.013287,0.009955,-0.008408,0.003801,-0.011162,C
-0.006112,-0.001817,-0.002541,-0.001756,-0.002696,-0.004515,-0.009358,-0.000168,C
-0.002757,-0.001255,0.003728,0.000944,-0.003585,-0.011099,0.00337,-0.000104,K
0.003179,0.000992,0.007682,0.006572,0.010491,-0.001327,-0.005248,-0.002612,O
-0.001046,0.001528,0.007779,0.007667,-0.006665,0.002561,0.004208,-0.004764,G
-0.003587,0.007587,-0.00533,-0.008334,0.011503,0.005599,-0.00221,-0.003279,Q
0.006072,-0.007044,0.004771,0.000441,0.011494,-0.001228,0.00178,0.001415,Z
0.003279,-0.014378,0.001753,-0.004406,0.009504,-0.006894,0.005992,0.010273,J
-0.004575,0.009896,-0.003238,-0.001487,-0.000894,0.002339,-0.004507,-0.006592,S
0.006625,-0.013317,0.005262,-0.003824,0.000557,-0.001615,0.011045,0.003459,J
-0.013433,-0.004754,-0.0063,0.000194,-0.008127,-0.008737,-0.004116,0.000766,C
0.014601,-0.002355,0.010567,-0.002604,-0.01509,-0.001446,0.000216,-0.002415,R
-0.000649,-0.011823,0.009777,-0.003106,0.013603,-0.003421,0.00817,0.005851,J
0.00495,0.005485,-0.009579,-0.004588,0.00072,0.002267,-0.002746,0.013445,V
0.002075,0.002079,0.002477,-0.007016,-0.0031,0.004482,0.009763,-0.002298,T
0.003715,0.000271,0.008047,0.002347,-0.006916,-0.007298,-0.014554,-0.007695,T
-0.001616,0.007314,-0.004604,0.001067,-0.006403,0.000801,0.001493,-0.000498,W
0.000869,-0.000992,-0.001634,-0.001607,0.007112,-0.006802,0.002215,0.002419,E
0.01089,-0.002158,0.003035,-0.00593,-0.010485,-0.006921,-0.009596,-0.000124,K
0.00264,-0.001085,-0.004555,0.000958,-0.004697,-0.001044,-0.006451,-0.002224,N
0.00781,-0.005381,0.014838,-0.004573,-0.019794,-0.004247,-0.008745,-0.007947,M
-0.011811,0.003127,-0.006147,0.004209,-0.003587,0.004828,0.000399,0.002925,V
0.005495,-0.003043,-0.003866,0.000683,-0.005288,0.006686,0.00804,0.00243,I
0.002662,-0.001722,0.009016,0.003535,-0.007211,-0.006031,0.002667,0.000837,X
0.00013,-0.00367,0.002977,-0.000702,0.004432,-0.002396,0.012225,-0.005836,Z
0.005738,-0.001849,0.00175,-0.003402,-0.00179,0.000521,0.003385,-0.004623,B
0.003113,0.011993,-0.003026,0.015717,0.006484,0.014397,-0.000017,0.016298,V
0.002497,-0.000222,0.006353,0.002192,-0.00043,0.005718,-0.013655,-0.012751,Z
0.004279,0.000602,0.002607,-0.022656,0.005143,0.015049,-0.010665,-0.000626,F
-0.009061,-0.004453,0.018101,-0.009324,-0.00423,-0.014918,-0.006117,0.008989,Q
-0.002533,0.002555,0.004685,0.004259,-0.007043,-0.003287,0.011264,-0.002184,U
-0.001649,-0.014947,0.001847,-0.005852,0.005984,0.00329,0.018875,-0.001249,J
-0.001233,-0.007688,-0.004397,-0.008941,0.001955,0.000736,0.012647,-0.008744,F
0.007313,0.003251,0.001244,0.00964,0.000069,-0.004011,-0.003518,0.002418,O
-0.001719,-0.003125,0.011142,0.003855,-0.008511,0.004906,-0.002495,0.006286,M
-0.007658,-0.003612,-0.015361,-0.001603,-0.004856,-0.009402,0.001895,-0.002164,W
-0.009943,0.000862,-0.00645,0.00725,0.011673,-0.005658,0.001017,-0.002301,G
-0.000098,-0.00367,-0.000664,0.009127,0.006635,-0.002722,-0.004454,-0.00124,C
-0.002774,0.00207,-0.006957,0.011799,0.014216,-0.01127,-0.001683,-0.003762,C
0.007197,-0.000133,-0.015994,0.006868,-0.005209,0.001413,0.002199,-0.003226,V
0.004814,0.006664,-0.007711,-0.000302,-0.007809,0.002644,0.004881,-0.002369,B
0.002914,-0.000672,-0.006543,0.000895,-0.008404,0.002322,0.013594,-0.001717,I
-0.004936,-0.01657,-0.003854,0.004425,0.000254,0.014348,-0.008528,-0.002483,A
0.00326,-0.004973,-0.005805,0.000131,-0.002132,-0.000658,0.003347,0.000345,D
-0.002219,0.003991,0.007371,-0.012137,0.001316,0.011524,-0.001083,0.012775,Y
-0.005794,-0.00433,-0.006551,0.00095,-0.010619,-0.004966,0.001767,-0.002502,W
-0.002581,0.002322,-0.004367,0.003678,-0.009528,0.007699,0.003864,0.005178,U
0.010905,-0.006639,-0.001145,0.000977,-0.003686,0.001393,0.005086,-0.00632,R
0.002197,0.005753,-0.000831,-0.00416,-0.003277,-0.000086,0.006397,0.000196,F
-0.002924,-0.000944,0.007396,0.014685,0.004563,-0.000162,0.000555,0.003297,U
-0.014611,-0.004282,-0.007803,0.00616,-0.005132,-0.00919,-0.010344,-0.002979,L
0.003025,0.005881,-0.009736,-0.014722,0.013183,0.000801,-0.00616,-0.001583,E
-0.004381,-0.003774,0.004549,0.00148,-0.004531,-0.013082,0.001767,0.001046,K
-0.011148,-0.001362,-0.012297,-0.012961,-0.006146,-0.010657,-0.006451,0.009741,W
0.005792,-0.004341,0.010134,-0.006565,0.000786,0.004623,0.002957,-0.00573,F
-0.005305,0.028966,0.011514,0.011266,0.008977,0.012481,0.012421,0.009753,U
-0.012882,-0.004722,0.006028,0.001158,-0.012862,0.010763,-0.014303,0.006185,Q
0.003305,0.014318,0.016584,-0.011936,-0.016262,-0.011,0.001144,0.035339,Y
0.000706,0.000435,-0.005148,-0.004712,-0.001625,-0.000587,0.010427,-0.005928,B
-0.002352,-0.016152,-0.011822,0.004858,0.002792,-0.000755,-0.001134,0.00772,L
-0.001812,-0.008579,0.001424,-0.00203,-0.001469,0.001517,0.000472,0.001483,N
0.002146,0.001211,0.011086,0.007305,0.00273,-0.010035,0.000644,0.003306,G
0.005342,-0.002816,0.001854,0.000472,-0.003195,-0.002443,-0.008259,0.000935,X
-0.002317,-0.003572,0.000636,-0.000674,0.002575,0.005562,0.011808,-0.009484,D
0.007502,0.002224,-0.005609,-0.011855,0.004151,0.004912,-0.002075,-0.001199,F
-0.002855,0.004228,0.005031,-0.005028,-0.003429,0.002663,0.00421,-0.003903,X
-0.001388,-0.00212,-0.001091,0.002847,-0.003143,-0.003565,-0.011083,-0.007057,R
-0.002647,0.00115,0.002279,-0.005082,-0.002859,0.006616,0.002554,0.010091,Y
0.019553,0.007039,0.015289,-0.004956,-0.007443,-0.002209,-0.004519,0.001394,S
0.003793,-0.015389,0.010211,-0.004377,-0.012013,0.002366,0.002858,-0.008551,M
0.002524,-0.006624,0.002704,0.00061,-0.000292,0.000355,0.006378,0.000305,X
-0.007041,0.002135,-0.008724,-0.000019,-0.003846,0.004135,0.008294,-0.002882,W
0.005252,0.004259,-0.007589,-0.019658,0.002556,0.00274,-0.002897,-0.008982,F
0.000785,0.000903,0.004867,0.003931,-0.006417,0.0021,-0.000626,-0.003503,O
-0.014032,0.000137,0.005268,0.005085,-0.002431,0.001901,0.00354,0.003718,M
0.001364,-0.003183,0.00879,-0.005583,0.005282,0.000519,-0.001123,0.000868,S
0.025956,-0.004611,-0.015312,0.007276,-0.004896,-0.005277,0.002919,0.005796,T
0.002746,0.005446,-0.002031,0.006155,0.001065,0.004879,-0.007845,-0.001904,S
0.002758,-0.007081,0.000216,0.008934,-0.020163,-0.003276,-0.002329,-0.002914,M
-0.001707,0.001243,-0.00459,-0.002407,-0.000541,-0.000454,0.00393,-0.009353,N
0.005087,-0.007632,-0.001732,0.001896,0.000496,0.001793,-0.000954,0.008138,X
0.000972,-0.004323,-0.004436,-0.005,0.003483,0.001363,-0.000521,0.000267,S
-0.001497,-0.002275,-0.006789,0.009546,0.009693,-0.004309,-0.004163,-0.005323,C
0.003923,0.002133,-0.003246,-0.010668,-0.001917,-0.001901,0.00592,0.003134,T
0.010222,0.010698,0.0097,0.0026,-0.004278,-0.004881,0.003181,-0.000463,G
-0.01546,0.000227,-0.001753,-0.00066,-0.002166,-0.002008,-0.00282,-0.006408,N
0.005719,-0.004603,0.000824,-0.005544,0.002301,0.000816,0.007757,-0.006587,F
-0.005375,-0.004541,0.021274,0.005085,0.000858,-0.00512,0.00177,0.005164,O
-0.002067,0.003194,0.005068,-0.004001,0.005102,-0.002918,0.0048,0.007433,U
0.005524,0.004135,0.010766,0.007243,0.003642,0.003112,-0.003992,-0.00542,D
0.009943,-0.000871,0.002048,0.001522,-0.00027,0.007213,-0.002001,-0.01058,B
0.004557,0.016092,0.001249,-0.000847,0.008121,0.001271,-0.006607,-0.005892,B
-0.00815,-0.001926,-0.004066,0.004066,0.001307,-0.002599,-0.008081,0.008334,W
0.003926,0.004034,-0.003082,-0.001969,-0.000231,-0.002594,0.004356,-0.006238,E
0.001521,0.006758,-0.003877,-0.00369,0.008055,0.008161,-0.006377,-0.012068,P
0.007937,0.00201,0.005835,0.001207,0.01004,-0.001428,0.001043,-0.001152,Z
-0.005551,-0.00025,0.007798,-0.000067,0.002382,-0.001316,0.006859,-0.000852,U
0.008409,-0.011862,0.004297,0.004024,0.000549,0.004432,-0.00341,0.006985,L
0.005356,0.009619,0.010395,0.002318,0.00073,-0.005791,-0.002131,0.005475,M
-0.002443,-0.003753,-0.000562,0.009333,-0.00814,-0.002914,-0.002511,-0.005994,H
-0.011656,0.00509,-0.00116,-0.000266,0.004783,0.000965,0.01113,-0.002813,U
-0.000153,0.007437,-0.010646,-0.002632,-0.005443,-0.007295,-0.006384,-0.002002,G
0.002545,-0.003883,-0.001277,-0.010923,0.00046,0.008247,0.010379,-0.008761,P
0.006512,-0.013149,0.004946,0.00263,-0.002613,0.010112,-0.000053,0.004596,A
-0.011167,0.000414,0.002828,-0.000329,-0.001496,0.001787,-0.007256,0.002123,N
-0.004309,-0.001291,-0.004176,-0.007022,0.00602,0.004177,-0.004852,-0.010005,H
0.003384,0.005819,-0.004112,0.003461,0.001548,-0.003724,-0.005943,0.003012,L
0.004079,0.010317,0.011707,0.006493,-0.002017,0.00377,0.000956,-0.006298,M
0.008386,0.000551,-0.004235,0.000066,-0.005435,0.006819,0.00303,-0.007921,R
-0.005485,-0.018187,-0.00345,0.007006,-0.00123,0.005535,0.002104,0.00058,L
0.011836,0.009574,0.001887,0.004818,0.002999,0.007489,-0.00673,0.002468,S
-0.000449,0.000507,0.002073,0.001098,0.002063,0.003665,0.008181,-0.006636,O
0.00166,0.001137,-0.002581,-0.013092,0.008164,0.00355,-0.008718,0.004093,K
-0.006753,-0.00055,-0.00378,0.003846,0.000616,0.000788,-0.003252,0.000388,W
-0.002232,-0.003121,0.003791,0.005107,-0.001476,0.005308,-0.005263,0.000652,H
-0.000994,-0.003706,-0.00181,-0.008863,-0.005467,0.009043,0.004632,-0.003977,P
-0.010208,0.002573,0.004443,-0.0012,-0.016091,-0.011255,-0.004247,0.007442,P
0.005378,-0.000777,-0.000324,0.001925,-0.009015,0.000083,-0.012305,-0.006921,B
0.003374,0.008201,0.019846,-0.001354,-0.007956,-0.011453,0.005222,0.006306,M
0.010729,0.001201,-0.010576,0.017036,0.006145,0.002574,-0.008507,0.006962,V
-0.008323,-0.007591,-0.0002,-0.003945,-0.008852,0.015221,0.005131,0.000871,A
0.002718,0.011171,0.004893,0.000085,0.001739,-0.00031,0.001493,-0.002857,D
0.009899,0.005039,0.016811,0.007415,-0.002963,-0.006541,0.000955,0.001907,G
-0.006781,0.005611,-0.008149,0.00306,-0.006904,-0.001249,-0.005397,-0.005184,B
-0.014782,0.003518,-0.004356,0.003009,-0.022815,0.021489,0.004358,0.010909,L
-0.000589,0.002778,0.005318,0.004885,-0.000663,0.003136,0.004207,-0.007604,Q
0.006984,-0.012626,0.000213,0.006771,-0.014874,0.007271,-0.007611,0.007711,L
0.000083,-0.006697,-0.002851,-0.008867,-0.001519,0.004988,0.004382,0.002987,F
0.006875,0.007195,-0.000124,0.00415,0.000043,-0.003167,0.001129,-0.00419,Z
0.001517,0.002329,-0.002826,-0.010117,0.00358,-0.002336,-0.00398,-0.002339,B
0.001499,0.000113,0.004728,-0.012362,0.000501,0.016347,-0.007036,0.003776,S
-0.005204,0.024799,0.008497,0.016036,0.009574,0.006726,0.011288,0.006609,U
0.000357,0.007111,0.010797,-0.013236,-0.00825,0.02565,-0.015427,0.019093,U
-0.002677,0.000194,0.005078,-0.000621,0.00075,0.004801,0.004198,-0.005109,O
-0.016485,0.002823,-0.003804,0.004965,0.015346,-0.004906,0.003406,-0.002123,G
0.002641,0.004048,0.001969,-0.000897,-0.006299,0.003278,0.006412,-0.006293,Q
-0.002109,-0.00568,-0.007966,0.009332,-0.004451,-0.003979,-0.003113,-0.004343,K
-0.011183,0.016369,-0.012024,-0.014646,0.007723,0.004921,-0.003068,-0.000383,V
0.0042,-0.002007,0.011812,-0.007572,-0.000168,0.003114,-0.000424,-0.000037,S
-0.00064,-0.002356,-0.009416,-0.00531,-0.000039,0.005313,0.010543,-0.009096,P
-0.003445,0.005658,-0.004968,0.001858,0.004063,0.003087,-0.008231,0.001727,X
0.004336,0.006872,0.002305,0.000718,-0.010297,0.008942,0.007214,-0.00432,D
-0.007763,0.00284,0.011062,-0.00682,-0.009283,0.010487,-0.015426,-0.002393,S
-0.001393,-0.011991,-0.006988,0.002826,-0.002073,0.004236,0.00591,-0.002466,L
-0.000056,-0.011522,-0.002857,0.000916,0.006493,-0.00465,0.012928,0.007462,I
0.008495,-0.002323,-0.001221,-0.010752,0.00781,0.003392,-0.004317,0.003843,T
0.003695,0.001378,-0.00031,-0.001676,0.000734,0.00291,0.002994,-0.002107,B
0.006763,0.008279,-0.00264,-0.007189,-0.001794,-0.000644,0.008429,0.00223,F
0.008754,-0.008401,-0.005193,-0.003529,0.000312,0.006854,-0.015409,-0.00973,N
0.001988,0.003445,0.013744,-0.000984,-0.01438,0.003622,0.008107,0.000063,D
-0.003658,-0.000199,-0.007647,-0.004526,0.000961,0.006941,0.011768,-0.008779,P
-0.000223,0.00663,-0.008058,-0.001853,0.00743,0.005911,-0.000498,-0.011563,P
0.001771,0.000012,0.004708,-0.008698,0.001578,-0.001845,0.002407,-0.002699,T
-0.005607,-0.001841,-0.005624,0.002278,0.012754,-0.00089,-0.013104,-0.000726,K
-0.001632,0.00669,0.005324,0.012009,0.010638,0.007264,-0.003648,-0.00694,H
-0.010494,-0.007991,0.013391,0.007435,0.011452,-0.013994,0.002859,0.001367,C
-0.005732,-0.00025,0.002766,0.002807,-0.003564,-0.005239,0.007502,-0.006444,H
0.00053,-0.009471,0.008374,-0.001758,-0.00664,-0.004288,-0.005635,-0.008693,R
-0.001215,-0.003166,-0.006311,0.010099,0.000244,-0.007395,-0.00976,0.002641,K
0.006579,-0.003951,-0.012237,0.005796,-0.005775,-0.000957,0.002927,0.002911,I
0.003496,0.002903,-0.000409,0.003735,-0.006472,-0.006168,0.006686,0.004873,V
-0.002795,-0.003461,0.005498,-0.001162,0.007671,-0.002804,0.003097,0.000761,E
0.027547,-0.007686,0.000422,0.007502,-0.008076,-0.007419,0.001287,0.008931,T
0.012607,-0.001419,0.010718,-0.013047,0.008006,-0.000044,-0.012334,0.004301,Z
-0.01285,0.004133,-0.000989,-0.00807,-0.002379,0.003447,-0.008877,0.011239,Y
-0.001067,-0.012578,0.003097,-0.004158,0.009039,-0.001822,0.014565,0.00399,J
0.012794,-0.001601,-0.003552,0.004379,0.003378,-0.002106,-0.007154,-0.005429,R
-0.008191,0.004643,-0.00533,0.001377,0.009023,-0.006277,-0.001549,0.008716,G
0.005995,-0.014748,-0.000064,-0.004777,0.008143,-0.000913,0.007954,0.004737,J
-0.002296,0.011001,-0.004264,-0.020172,0.015142,0.003036,-0.002701,-0.001671,E
0.007643,-0.000374,-0.014489,0.005723,0.003986,0.001651,0.003601,0.006447,I
-0.004955,0.003014,-0.002531,-0.009832,0.006661,0.011001,-0.004995,0.000391,Y
-0.001432,0.000446,0.005348,0.000645,0.007127,-0.001688,-0.000135,0.000968,O
-0.005817,0.00034,-0.006246,-0.002386,0.012684,0.003303,-0.000811,0.00452,N
0.007962,-0.004072,0.007869,-0.004457,-0.002578,0.002067,0.000266,-0.00088,S
0.005297,0.004759,0.006389,-0.000995,-0.004512,-0.004039,0.005033,-0.002234,Z
-0.002031,-0.004378,0.007003,-0.000436,-0.021233,0.008503,0.001749,0.009114,L
-0.00083,0.004552,-0.012158,-0.012626,0.011466,-0.001962,-0.007799,-0.007228,E
0.008715,0.001056,-0.010757,0.009972,-0.001288,0.002054,-0.000201,-0.000121,V
-0.005541,0.000956,0.013798,-0.003066,0.008909,0.00356,0.005667,0.007954,U
0.005516,0.000635,-0.001525,-0.000767,0.002401,-0.00007,0.002424,-0.004817,B
0.001653,0.001279,0.005393,0.00293,-0.003912,0.001424,0.001431,-0.003563,H
-0.00451,-0.01342,0.001164,0.003188,0.0106,0.001221,0.015055,-0.002523,J
-0.003522,-0.006123,0.004711,0.012727,0.015457,-0.007402,-0.01165,-0.004445,E
-0.008273,0.004823,-0.005924,0.002289,-0.007352,-0.001417,-0.000998,0.002634,V
0.005904,0.002579,-0.004165,0.006034,-0.005843,0.000421,0.006261,-0.002147,V
0.010305,-0.000153,-0.00262,0.006316,-0.012317,-0.008927,0.00895,0.001101,T
-0.011555,-0.000784,-0.006099,0.004868,-0.002201,-0.007178,-0.00811,-0.002196,E
-0.001194,-0.011502,0.003864,-0.001554,0.001612,0.003127,0.00079,0.001125,X
0.008721,0.003684,0.004927,-0.000601,0.005509,0.000777,-0.009399,-0.010464,S
0.005735,0.006859,-0.003449,-0.001685,-0.001014,-0.000098,-0.005893,-0.00268,Z
0.03078,-0.003793,-0.015617,0.0084,-0.000484,-0.004193,-0.002267,0.00962,T
0.000236,-0.001901,-0.005419,0.006766,-0.008627,-0.003004,-0.00501,-0.00073,K
0.006369,0.009574,0.001489,0.002982,0.005992,-0.001047,-0.009329,-0.00833,B
0.00099,0.00884,0.001377,0.003383,-0.009226,-0.014605,-0.002332,0.012593,Q
0.012224,0.006967,-0.013754,0.015662,-0.003833,0.008567,0.002409,0.001992,Y
-0.00324,-0.004545,-0.006218,0.000191,0.007918,-0.000639,-0.013341,-0.002613,K
0.001202,0.000813,-0.003632,-0.004066,-0.001604,-0.00162,0.008433,0.001545,T
-0.005402,-0.01237,0.002516,0.002876,0.011247,-0.003182,0.01318,0.000685,J
-0.003973,0.003854,-0.008524,0.007831,0.000484,0.0047,0.003773,0.00973,Y
